PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,Activity Direction,Activity Qualifier,Qualified AC50,Log of AC50,Data Analysis QC,Log AC50 Std Error
114,4253393,3246328,C[C@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4([C@@]3([C@H](C[C@@]2([C@@]1(C(=O)COP(=O)(O)O)O)C)Cl)Cl)C,Active,46,increasing,=,2.75E-08,-7.561,Verified,0.266
115,11112177,6604197,C[C@@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2C(=O)CO)CCC4=CC(=O)CC[C@@]34C,Active,42,increasing,=,6.22E-08,-7.207,Verified,0.229
116,11110926,6603769,C[C@@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@@H](C[C@@]4([C@@H]3CC[C@H]4C(=O)CO)C)O,Active,41,increasing,=,7.42E-08,-7.129,Verified,0.327
117,11113980,6604834,CC(=O)O[C@@H]1C[C@]2([C@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C,Active,31,increasing,=,8.38E-07,-6.077,Verified,0.797
118,11110860,11972586,CCC[C@@H]1O[C@@H]2C[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5([C@H]4[C@@H](C[C@]3([C@]2(O1)C(=O)CO)C)O)C,Active,9,increasing,=,1.01E-09,-8.995,Verified,0.089
119,855662,5952,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Inconclusive,30,increasing,=,3.49E-07,-6.457,Verified,1.523
120,4237785,3232898,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC(=CC(=C3)F)F)CC4=CC=C(C=C4)F,Inconclusive,19,increasing,=,4.21E-06,-5.376,Verified,0.081
121,855568,66062,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,Inconclusive,16,increasing,=,8.47E-06,-5.072,Verified,0.051
122,4238174,3233285,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC=CC(=C4)C#N)NC5=CC=CC=C5,Inconclusive,16,increasing,=,7.72E-06,-5.112,Verified,0.004
123,4254358,11972255,C[C@]12C[C@H]([C@@H]([C@@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)O)C)C)[C@](C)(C(=O)/C=C\C(C)(C)O)O)O,Inconclusive,16,increasing,=,7.97E-06,-5.099,Verified,0.206
124,11112307,20056532,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C,Inconclusive,15,increasing,=,1.07E-05,-4.969,Verified,0.08
125,856727,658086,CC1(CC2=C(CO1)C(=NC3=C2C(=C(S3)C4=CC=C(O4)C(=O)OC)N)N5CCOCC5)C,Inconclusive,14,increasing,=,1.37E-05,-4.862,Verified,0.034
126,857352,135449555,CCCCCCC1=C(C=C2C(=C1)C=C(C(=O)O2)C3=NN=C(O3)C4=CC=CC=C4O)O,Inconclusive,14,increasing,=,1.19E-05,-4.924,Verified,0.039
127,4239372,3234479,CC1=CC(=CC=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4CN(C)C,Inconclusive,14,increasing,=,1.23E-05,-4.909,Verified,0.195
128,4253705,275685,C1=CC=C(C=C1)CS(=O)(=O)C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inconclusive,14,increasing,=,1.33E-05,-4.878,Verified,0.547
129,11110851,44600,C1=CC(=CC=C1[C@H](CC(=O)O)CN)Cl,Inconclusive,14,increasing,=,1.19E-05,-4.926,Verified,0.085
130,4237913,3233026,CN(C)CC1=CC=CC=C1C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CS4,Inconclusive,13,increasing,=,1.52E-05,-4.819,Verified,0.109
131,4253658,419920,C1=CC=C(C=C1)C2=C(C(=C3C(=C2C4=CC=CC=C4)C(=O)OC35C6=C(C=C(C=C6)O)OC7=C5C=CC(=C7)O)C8=CC=CC=C8)C9=CC=CC=C9,Inconclusive,13,increasing,=,1.73E-05,-4.763,Verified,0.029
132,11111526,262093,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)SCCO)SCCO,Inconclusive,13,increasing,=,1.76E-05,-4.754,Verified,0.039
133,11113075,6604598,COC1=C(C=CC(=C1)/C=C\C(=O)CC(=O)/C=C\C2=CC(=C(C=C2)O)OC)O,Inconclusive,13,increasing,=,1.71E-05,-4.768,Verified,0.056
134,11114131,6604881,CC1=C([C@H](C(=C(N1)C)[N+](=O)[O-])C2=CC=CC=C2C(F)(F)F)C(=O)OC,Inconclusive,13,increasing,=,1.43E-05,-4.846,Verified,0.054
135,4237532,3232645,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=CC=C3Cl)NC4=CC=NC=C4,Inconclusive,12,increasing,=,2.10E-05,-4.678,Verified,0.131
136,861031,1891749,COC1=CC(=C(C=C1/C=C/2\C(=O)N3C4=CC=CC=C4N=C3S2)OC)N5CCCC5,Inconclusive,11,increasing,=,2.47E-05,-4.608,Verified,0.043
137,11112160,6604194,C1[C@H]2[C@@H]([C@@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,Inconclusive,11,increasing,=,2.77E-05,-4.557,Verified,0.028
138,855718,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=C\C(=O)O)\C(=O)O,Inconclusive,10,increasing,=,3.30E-05,-4.482,Verified,0.031
139,856251,6603036,C1COCCN1CC(CCC(CN2CCOCC2)C(=O)C3=CC=CC=C3)C(=O)C4=CC=CC=C4.Cl,Inconclusive,10,increasing,=,2.97E-05,-4.528,Verified,0.037
140,4239776,3234883,CC1=C(C(=NO1)C)C2=CC(=NC=N2)NCCC3=CNC4=C3C=C(C=C4)OC,Inconclusive,10,increasing,=,2.98E-05,-4.526,Verified,0.045
141,11112721,34633,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4,Inconclusive,10,increasing,=,3.52E-05,-4.454,Verified,0.072
142,11113209,6759,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@H]([C@H]([C@H](CO)O)O)O,Inconclusive,10,increasing,=,3.11E-05,-4.508,Verified,0.019
143,11113611,6604741,CCCCCCCCCCCCC/C=C\[C@H]([C@H](CO)N)O,Inconclusive,10,increasing,=,3.01E-05,-4.522,Verified,0.043
144,11113733,7333,CC1=CC=CC=C1NC(=NC2=CC=CC=C2C)N,Inconclusive,10,increasing,=,3.02E-05,-4.52,Verified,0.33
145,11113967,3467177,CCCCC(=O)NCCC1=C(NC2=CC=CC=C21)CC3=CC=CC=C3,Inconclusive,10,increasing,=,3.44E-05,-4.463,Verified,0.532
146,855530,222757,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,Inconclusive,9,increasing,=,4.05E-05,-4.393,Verified,0.071
147,4238318,3233429,C1=CC=C2C(=C1)C(=NC(=N2)C3=COC=C3)NCC4=CC=CS4,Inconclusive,9,increasing,=,4.08E-05,-4.389,Verified,0.031
148,11113990,44329754,CCCN1CCO[C@H]2[C@@H]1COC3=C2C=C(C=C3)O,Inconclusive,9,increasing,=,3.73E-05,-4.428,Verified,0.927
149,855579,3446,C1CCC(CC1)(CC(=O)O)CN,Inconclusive,8,increasing,=,5.15E-05,-4.288,Verified,0.267
150,11111559,6603949,C1C[C@H]2[C@H]3[C@H]([C@@H]1O2)C(=O)OC3=O,Inconclusive,8,increasing,=,5.30E-05,-4.276,Verified,1.522
151,11112118,6603771,C[C@@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@@]4([C@@H]3CC[C@@]4(C(=O)CO)O)C,Inconclusive,8,increasing,=,5.20E-05,-4.284,Verified,0.885
152,11113269,5420804,C/C/1=C/CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,Inconclusive,8,increasing,=,5.13E-05,-4.29,Verified,0.042
153,11113597,5420804,C/C/1=C/CC[C@@]2([C@H](O2)[C@@H]3[C@@H](CC1)C(=C)C(=O)O3)C,Inconclusive,8,increasing,=,5.13E-05,-4.29,Verified,0.082
154,11114159,5678496,C1=CC(=CC(=C1)F)/C=N\N=C/C2=CC(=CC=C2)F,Inconclusive,8,increasing,=,4.75E-05,-4.323,Verified,0.028
155,11112191,6604204,C[C@@]12CC[C@H]3[C@H]([C@H]1CC[C@@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,Inconclusive,1,increasing,>,0.00206,-2.686,Verified,11.31
156,11112799,6604417,CC1=C[C@@H]2[C@H](CC[C@@]3([C@@H]2CC[C@@]3(C(=O)CC(=O)C)O)C)[C@@H]4C1=CC(=O)CC4,Inconclusive,1,increasing,>,0.00206,-2.686,Verified,202.9
157,11113810,135399235,CCCOC1=CC=CC=C1C2=NC3=NNN=C3C(=O)N2,Inconclusive,1,increasing,>,0.00461,-2.336,Verified,34.4
158,861400,662647,COC1=CC=CC=C1C2=NN=C3N2N=C(CS3)C4=CC(=C(C=C4)O)O,Inconclusive,2,increasing,=,2.80E-06,-5.552,Verified,0.36
159,4237605,3232718,CC1=CC(=CC=C1)CNC2=NC(=NC=C2)C3=CC=CC=C3CN(C)C,Inconclusive,2,increasing,=,3.53E-05,-4.452,Verified,0.07
160,4238039,3233151,CC1=CC(=CC=C1)CNC2=NC(=NC=C2)C3=CC=CC=C3OC,Inconclusive,2,increasing,=,2.53E-05,-4.598,Verified,0.097
161,4239877,3234984,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC=CS4)NC5=CC(=CC=C5)OC,Inconclusive,2,increasing,=,5.17E-06,-5.287,Verified,0.064
162,4240384,3235489,C1=CC=C(C=C1)CNC2=NC=NC=C2C3=CC=CC=C3C(F)(F)F,Inconclusive,2,increasing,=,4.08E-05,-4.39,Verified,0.097
163,11111493,12650,C[C@@](CC1=CC=C(C=C1)O)(C(=O)O)N,Inconclusive,2,increasing,=,2.48E-05,-4.606,Verified,0.045
164,11111717,92766,COC(=O)[C@@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,Inconclusive,2,increasing,=,4.22E-05,-4.375,Verified,0.05
165,11111810,5154,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,Inconclusive,2,increasing,=,1.83E-05,-4.737,Verified,0.046
166,11111948,6604038,C[C@@]12CC=C3[C@H]([C@H]1CC[C@H]2C(=O)CN4CCN(CC4)C5=NC(=NC(=C5)N6CCCC6)N7CCCC7)CCC8=CC(=O)C=C[C@]83C,Inconclusive,2,increasing,=,2.12E-05,-4.674,Verified,0.032
167,11113616,671690,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl,Inconclusive,2,increasing,=,3.29E-05,-4.483,Verified,0.035
168,11113887,6604805,[C@H]1([C@H](C1(F)F)C(=O)O)[C@@H](C(=O)O)N,Inconclusive,2,increasing,=,3.25E-05,-4.488,Verified,0.083
169,11114103,5283454,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO,Inconclusive,2,increasing,=,3.06E-05,-4.514,Verified,0.056
170,11114135,6091659,COC1=CC(=CC(=C1O)CSC2=NC3=CC=CC=C3S2)/C=C(\C#N)/C(=O)N,Inconclusive,2,increasing,=,8.20E-05,-4.086,Verified,0.185
171,855664,6279,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,Inconclusive,2,increasing,=,1.34E-07,-6.874,Verified,0.291
172,855688,5994,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Inconclusive,2,increasing,=,6.26E-07,-6.204,Verified,0.358
173,857099,658457,CCN1CCC2=C(C1)C(=NC(=C2C#N)N3CCOCC3)NCC4=CC=CC=C4,Inconclusive,2,increasing,=,2.57E-05,-4.589,Verified,0.481
174,11110981,6603787,C[C@]12[C@H]3CC[C@@H]([C@@]1(C(=O)OC2=O)C)O3,Inconclusive,2,increasing,=,2.40E-05,-4.619,Verified,0.146
175,11110982,6603787,C[C@]12[C@H]3CC[C@@H]([C@@]1(C(=O)OC2=O)C)O3,Inconclusive,2,increasing,=,2.02E-05,-4.694,Verified,0.52
176,11112934,6419892,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=C(C(=C(C=C24)Br)[O-])[Hg])Br)C(=O)[O-].O.O.O.O.[Na+].[Na+],Inconclusive,2,increasing,=,1.11E-05,-4.956,Verified,0.097
177,11112967,64725,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C.C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2,Inconclusive,2,increasing,=,1.08E-05,-4.968,Verified,0.108
178,11113579,969502,CN1CCN(CC1)[C@@H]2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC,Inconclusive,2,increasing,=,2.70E-05,-4.569,Verified,0.098
179,11113718,6604761,C1=CC(=CC=C1[C@@H](CC(=O)O)[C@H](C(=O)O)N)Cl,Inconclusive,2,increasing,=,2.49E-05,-4.605,Verified,0.063
180,11113801,5311093,CCCCCCCC/C=C\CCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Inconclusive,2,increasing,=,4.59E-05,-4.339,Verified,0.033
181,11114098,3943541,CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])C,Inconclusive,2,increasing,=,2.67E-05,-4.573,Verified,0.103
182,11114286,6604939,CSC(=[NH2+])N.CSC(=[NH2+])N.[O-]S(=O)(=O)[O-],Inconclusive,2,increasing,=,3.11E-05,-4.508,Verified,0.091
183,859512,660810,CN1C2=CC=CC=C2C3(C1=O)C4CCCC=C4C(=C(C3(C#N)C#N)N)C#N,Inconclusive,2,increasing,=,5.31E-05,-4.275,Verified,5.413
184,4238368,3233479,C1=CC=C(C=C1)NC2=NC=NC=C2C3=COC=C3,Inconclusive,2,increasing,=,5.90E-05,-4.229,Verified,1.146
185,11110827,6603734,C[C@@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4([C@@]3([C@H](C[C@]2([C@]1(C(=O)CO)O)C)O)Cl)C,Inconclusive,2,increasing,=,3.20E-06,-5.494,Verified,0.259
186,11113295,457825,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,Inconclusive,2,increasing,=,3.59E-05,-4.445,Verified,0.076
187,11113678,6604751,CC1=C(C2=NC1=CC3=NC(=CC4=NC(=CC5=NC(=C2)C(=C5C)CCC(=O)O)C(=C4C)C=C)C(=C3C)C=C)CCC(=O)O.[Zn],Inconclusive,2,increasing,=,4.14E-05,-4.383,Verified,0.077
188,11114092,4670,CCCCCCCCCCCCCCCC(=O)C(F)(F)F,Inconclusive,2,increasing,=,6.95E-05,-4.158,Verified,0.195
189,11114125,6604879,C[C@@H]1C[C@@H]([C@@H]2[C@H]([C@H](C=CC2=C1)C)CC[C@@H]3C[C@H](CC(=O)O3)O)OC(=O)[C@@H](C)CCO,Inconclusive,2,increasing,=,3.46E-05,-4.461,Verified,0.077
190,855801,28693,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,Inconclusive,1,increasing,=,3.08E-05,-4.512,Verified,0.07
191,856986,658346,CCOC(=O)CC1=C(C(C(=C(O1)N)C#N)C2=CC(=C(C=C2)OC)OC)C(=O)OCC,Inconclusive,1,increasing,=,1.83E-05,-4.738,Verified,0.02
192,858254,659596,C1=CC=C(C=C1)CCOC2=NON=C2N,Inconclusive,1,increasing,=,2.28E-05,-4.642,Verified,0.019
193,858588,659895,CCOC(=O)C(C1C(=O)CC(CC1=O)(C)C)(C(F)(F)F)O,Inconclusive,1,increasing,=,2.19E-05,-4.659,Verified,0.023
194,859557,9609942,CCOC(=O)C\1C(C(C(C/C1=N/O)(C)O)C(=O)OCC)C2=CC(=C(C=C2)OC)OC,Inconclusive,1,increasing,=,2.85E-05,-4.545,Verified,0.142
195,861259,662518,C1=CC=C(C(=C1)C2=NN=C3N2N=C(S3)C4=CC=CO4)Cl,Inconclusive,1,increasing,=,2.98E-05,-4.526,Verified,0.119
196,861569,662813,CC1=CC=C(C=C1)N2C(=O)C3C(N(OC3C2=O)C4=CC=CC=C4)C5=CC=NC=C5,Inconclusive,1,increasing,=,2.53E-05,-4.597,Verified,0.077
197,4237541,3232654,C1=CC=C(C(=C1)C#N)C2=CN=CN=C2NCC3=CN=CC=C3,Inconclusive,1,increasing,=,3.38E-05,-4.471,Verified,0.423
198,4237590,3232703,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=CN=C4N(C3=O)CCN,Inconclusive,1,increasing,=,6.17E-06,-5.21,Verified,0.071
199,4237648,3232761,C1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CCC#N)NC4=CC=CC=C4,Inconclusive,1,increasing,=,4.23E-06,-5.373,Verified,0.068
200,4237666,3232779,CS(=O)(=O)NC1=CC=CC(=C1)C2=CC(=NC=N2)NCC3=CC=CC=C3,Inconclusive,1,increasing,=,3.06E-05,-4.515,Verified,0.437
201,4237781,3232894,COC1=CC=CC=C1CNC2=NC(=NC3=CC=CC=C32)C4=CN=CC=C4,Inconclusive,1,increasing,=,4.36E-05,-4.36,Verified,0.163
202,4237787,3232900,C1CC1N2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)N5CCOCC5,Inconclusive,1,increasing,=,6.16E-06,-5.21,Verified,0.096
203,4237794,3232907,COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4CCNCC4,Inconclusive,1,increasing,=,4.20E-05,-4.377,Verified,0.159
204,4238052,3233164,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)N4CCNCC4,Inconclusive,1,increasing,=,9.35E-06,-5.029,Verified,0.033
205,4238146,3233257,COC1=CC2=C(C=C1)NC=C2CCNC3=NC=NC4=C3C=C(C=C4)C5=CC6=C(C=C5)OCO6,Inconclusive,1,increasing,=,2.59E-05,-4.586,Verified,0.07
206,4238182,3233293,COC1=CC=CC=C1CNC2=NC=NC(=C2)C3=CC=CC=C3C(F)(F)F,Inconclusive,1,increasing,=,4.46E-05,-4.351,Verified,0.05
207,4238258,3233369,C1CNCCC1NC2=NC=NC3=C2C=C(C=C3)C4=CC=CC=C4Cl,Inconclusive,1,increasing,=,2.34E-05,-4.631,Verified,0.137
208,4238389,3233499,CN1CCN(CC1)C2=NC(=NC=C2)C3=COC=C3,Inconclusive,1,increasing,=,4.97E-05,-4.303,Verified,0.396
209,4238390,3233500,CC1=CN=C(C=N1)CNC2=NC=NC=C2C3=CC=CC=C3OC,Inconclusive,1,increasing,=,5.44E-05,-4.264,Verified,0.72
210,4238525,3233635,CC1=C(C(=NO1)C)C2=NC=CC(=N2)N3CCOCC3,Inconclusive,1,increasing,=,3.55E-05,-4.45,Verified,0.039
211,4238814,3233922,COC1=CC2=C(C=C1)NC=C2CCNC3=NC(=NC=C3)C4=CC(=CC=C4)OC,Inconclusive,1,increasing,=,4.36E-05,-4.36,Verified,0.127
212,4238987,3234094,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC=CS3)OC4=CC=C(C=C4)OC,Inconclusive,1,increasing,=,5.84E-06,-5.234,Verified,0.241
213,4239025,3234132,CN(C)C1=NC=C2C(=N1)N(C(=O)C=N2)CC3=CC=C(C=C3)F,Inconclusive,1,increasing,=,5.87E-06,-5.232,Verified,0.041
214,4239147,3234254,CC(=O)NCCNC1=NC=NC=C1C2=CC=CC=C2OC,Inconclusive,1,increasing,=,3.72E-05,-4.43,Verified,0.04
215,4239192,3234299,C1CN(CCN1)C2=NC(=NC3=CC=CC=C32)C4=CC5=C(C=C4)OCO5,Inconclusive,1,increasing,=,3.89E-05,-4.411,Verified,0.038
216,4239253,3234360,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CCC#N)NC4=CC=CC=C4,Inconclusive,1,increasing,=,8.27E-06,-5.083,Verified,0.205
217,4239280,3234387,CC1=CC(=CC=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC=CC(=C4)C#N,Inconclusive,1,increasing,=,3.68E-05,-4.434,Verified,0.116
218,4239334,3234441,COC1=CC=CC(=C1)C2=CC3=C(C=C2)N=CN=C3NC4CC4,Inconclusive,1,increasing,=,3.39E-05,-4.47,Verified,0.22
219,4239350,3234457,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)OC)CCC4=CC=CC=C4,Inconclusive,1,increasing,=,8.50E-06,-5.071,Verified,0.097
220,4239454,3234561,CN(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)NCCN4CCOCC4,Inconclusive,1,increasing,=,4.80E-05,-4.319,Verified,0.246
221,4239669,3234776,CN1C=C(C2=CC=CC=C21)C3=NC4=CN=C(N=C4N(C3=O)C5CC5)OC6=CC=C(C=C6)OC,Inconclusive,1,increasing,=,7.39E-06,-5.131,Verified,0.054
222,4239722,3234829,CC1=CC(=CC=C1)CNC2=NC=NC=C2C3=CC(=CC=C3)NS(=O)(=O)C,Inconclusive,1,increasing,=,3.60E-05,-4.444,Verified,0.035
223,4239779,3234886,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)OC)C,Inconclusive,1,increasing,=,8.60E-06,-5.065,Verified,0.053
224,4239791,3234898,C1=CC(=CC(=C1)C2=CN=CN=C2N3C=CN=C3)C#N,Inconclusive,1,increasing,=,4.53E-05,-4.344,Verified,0.057
225,4239986,3235093,CN(C)C(=O)C1=CC=C(C=C1)C2=NC=CC(=N2)NCC3=CC=CS3,Inconclusive,1,increasing,=,2.69E-05,-4.571,Verified,0.087
226,4239998,3235105,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)C5=CC=CC=C5,Inconclusive,1,increasing,=,8.20E-06,-5.086,Verified,0.1
227,4240015,3235122,COC1=CC=CC(=C1)NC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)C5=CC=CC=C5,Inconclusive,1,increasing,=,9.01E-06,-5.045,Verified,0.046
228,4240277,3235383,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC=C(C=C4)Cl)N5CCNCC5,Inconclusive,1,increasing,=,7.20E-06,-5.143,Verified,0.306
229,4240280,3235386,C1=CC=C(C=C1)NC2=NC=NC(=C2)C3=COC=C3,Inconclusive,1,increasing,=,4.91E-05,-4.309,Verified,0.418
230,4240351,3235456,CN(CC1=CC=CO1)C2=NC=NC=C2C3=COC=C3,Inconclusive,1,increasing,=,3.88E-05,-4.411,Verified,0.093
231,4240360,3235465,COCCNC1=NC=NC2=C1C=C(C=C2)C3=CC=CC=C3C(F)(F)F,Inconclusive,1,increasing,=,3.50E-05,-4.456,Verified,0.176
232,4240395,3235500,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CS3)OC4=CC=CC=C4,Inconclusive,1,increasing,=,6.31E-06,-5.2,Verified,0.093
233,4240429,3235534,CN(C)C(=O)C1=CC=C(C=C1)C2=CC3=C(C=C2)N=CN=C3NCCN4CCOCC4,Inconclusive,1,increasing,=,2.47E-05,-4.607,Verified,0.258
234,4240432,3235537,CC1=CC(=CC=C1)CNC2=NC=NC3=C2C=C(C=C3)C4=CN=CC=C4,Inconclusive,1,increasing,=,4.17E-05,-4.38,Verified,0.128
235,4252598,3246043,C1CCN[C@@H](C1)[C@H](C2=CC(=NC3=CC=CC=C32)C4=CC=C(C=C4)Cl)O,Inconclusive,1,increasing,=,4.64E-05,-4.334,Verified,0.04
236,4252658,226105,C1=CC=C2C(=C1)C3=C4C(=C(C=C3)S(=O)CC(=O)O)C=CC=C4C2=O,Inconclusive,1,increasing,=,1.98E-05,-4.704,Verified,0.147
237,4253846,5771636,C1CCC(CC1)N[C@H]\2C3=CC=CC=C3C(=O)/C2=C/C4=CC=CC=C4,Inconclusive,1,increasing,=,3.56E-05,-4.449,Verified,0.145
238,4254110,,,Inconclusive,1,increasing,=,3.23E-05,-4.491,Verified,0.137
239,11110726,1795,CCN(C1=NC(=C(N=C1Cl)C(=O)N=C(N)N)N)C(C)C,Inconclusive,1,increasing,=,4.49E-05,-4.347,Verified,0.014
240,11110750,73314,CC(C)CN(C)C1=NC(=C(N=C1Cl)C(=O)N=C(N)N)N,Inconclusive,1,increasing,=,4.29E-05,-4.368,Verified,0.021
241,11110826,6603733,C[C@@H](CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N,Inconclusive,1,increasing,=,6.06E-05,-4.218,Verified,0.05
242,11110838,6328079,CN(C)CC[C@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2,Inconclusive,1,increasing,=,5.39E-05,-4.268,Verified,0.042
243,11111028,161713,CCCN1C2=C(C(=O)N(C1=O)CCC)N(C=N2)C,Inconclusive,1,increasing,=,4.52E-05,-4.345,Verified,0.022
244,11111055,2497,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C,Inconclusive,1,increasing,=,5.23E-05,-4.282,Verified,0.044
245,11111169,1548968,CNCC[C@@H](C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Inconclusive,1,increasing,=,5.59E-05,-4.252,Verified,0.081
246,11111316,151582,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2C[C@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,Inconclusive,1,increasing,=,4.56E-05,-4.341,Verified,0.021
247,11111645,4748,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Inconclusive,1,increasing,=,5.01E-05,-4.301,Verified,0.026
248,11111677,4311638,C1CCN(C1)C(=S)[S-],Inconclusive,1,increasing,=,2.86E-05,-4.544,Verified,0.077
249,11111835,5312137,CN(C)S(=O)(=O)C1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CC4=C(N3)CCCC4,Inconclusive,1,increasing,=,4.22E-05,-4.374,Verified,0.011
250,11111955,92305,CC(C)[C@](CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,Inconclusive,1,increasing,=,3.75E-05,-4.427,Verified,0.015
251,11112289,3103,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,Inconclusive,1,increasing,=,1.71E-05,-4.766,Verified,0.018
